createdAt;value
2019-09-09T22:55:42.000Z;3.70
2019-09-09T22:56:42.000Z;3.80
2019-09-09T22:57:42.000Z;3.70
2019-09-09T22:58:43.000Z;3.10
2019-09-09T22:59:43.000Z;3.70
2019-09-09T23:00:43.000Z;4.70
2019-09-09T23:01:43.000Z;4.10
2019-09-09T23:02:43.000Z;4.30
2019-09-09T23:03:43.000Z;4.20
2019-09-09T23:04:43.000Z;3.90
2019-09-09T23:05:43.000Z;4.00
2019-09-09T23:06:43.000Z;3.10
2019-09-09T23:07:43.000Z;3.40
2019-09-09T23:08:43.000Z;3.20
2019-09-09T23:09:43.000Z;3.70
2019-09-09T23:10:44.000Z;3.80
2019-09-09T23:11:44.000Z;3.80
2019-09-09T23:12:44.000Z;3.40
2019-09-09T23:13:44.000Z;3.40
2019-09-09T23:14:44.000Z;3.90
2019-09-09T23:15:44.000Z;3.60
2019-09-09T23:16:44.000Z;2.90
2019-09-09T23:17:44.000Z;3.00
2019-09-09T23:18:44.000Z;3.30
2019-09-09T23:19:44.000Z;4.10
2019-09-09T23:20:44.000Z;3.80
2019-09-09T23:21:45.000Z;3.90
2019-09-09T23:22:45.000Z;3.70
2019-09-09T23:23:45.000Z;3.80
2019-09-09T23:24:45.000Z;2.80
2019-09-09T23:25:45.000Z;3.30
2019-09-09T23:26:45.000Z;3.80
2019-09-09T23:27:45.000Z;3.90
2019-09-09T23:28:45.000Z;3.80
2019-09-09T23:29:45.000Z;3.90
2019-09-09T23:30:45.000Z;4.00
2019-09-09T23:31:45.000Z;4.10
2019-09-09T23:32:45.000Z;3.90
2019-09-09T23:33:46.000Z;3.70
2019-09-09T23:34:46.000Z;4.00
2019-09-09T23:35:46.000Z;4.00
2019-09-09T23:36:46.000Z;3.70
2019-09-09T23:37:46.000Z;3.70
2019-09-09T23:38:46.000Z;3.60
2019-09-09T23:39:46.000Z;4.20
2019-09-09T23:40:46.000Z;4.00
2019-09-09T23:41:46.000Z;3.50
2019-09-09T23:42:46.000Z;3.50
2019-09-09T23:43:46.000Z;4.10
2019-09-09T23:44:47.000Z;3.70
2019-09-09T23:45:47.000Z;3.40
2019-09-09T23:46:47.000Z;4.10
2019-09-09T23:47:47.000Z;3.90
2019-09-09T23:48:47.000Z;3.90
2019-09-09T23:49:47.000Z;3.90
2019-09-09T23:50:47.000Z;4.00
2019-09-09T23:51:47.000Z;3.60
2019-09-09T23:52:47.000Z;3.90
2019-09-09T23:53:47.000Z;3.60
2019-09-09T23:54:47.000Z;4.20
2019-09-09T23:55:47.000Z;3.80
2019-09-09T23:56:48.000Z;4.00
2019-09-09T23:57:48.000Z;4.20
2019-09-09T23:58:48.000Z;3.90
2019-09-09T23:59:48.000Z;4.40
2019-09-10T00:00:48.000Z;4.30
2019-09-10T00:01:48.000Z;4.70
2019-09-10T00:02:48.000Z;4.00
2019-09-10T00:03:48.000Z;3.90
2019-09-10T00:04:48.000Z;4.30
2019-09-10T00:05:48.000Z;4.50
2019-09-10T00:06:48.000Z;4.20
2019-09-10T00:07:49.000Z;4.20
2019-09-10T00:08:49.000Z;3.80
2019-09-10T00:09:49.000Z;3.50
2019-09-10T00:10:49.000Z;4.30
2019-09-10T00:11:49.000Z;4.40
2019-09-10T00:12:49.000Z;4.20
2019-09-10T00:13:49.000Z;4.60
2019-09-10T00:14:49.000Z;4.70
2019-09-10T00:15:49.000Z;4.20
2019-09-10T00:16:49.000Z;4.30
2019-09-10T00:17:49.000Z;3.80
2019-09-10T00:18:49.000Z;4.10
2019-09-10T00:19:50.000Z;4.30
2019-09-10T00:20:50.000Z;3.70
2019-09-10T00:21:50.000Z;4.40
2019-09-10T00:22:50.000Z;4.20
2019-09-10T00:23:50.000Z;4.30
2019-09-10T00:24:50.000Z;4.20
2019-09-10T00:25:50.000Z;4.60
2019-09-10T00:26:50.000Z;4.30
2019-09-10T00:27:50.000Z;4.70
2019-09-10T00:28:50.000Z;4.20
2019-09-10T00:29:50.000Z;4.60
2019-09-10T00:30:51.000Z;4.50
2019-09-10T00:31:51.000Z;4.90
2019-09-10T00:32:51.000Z;4.30
2019-09-10T00:33:51.000Z;4.70
2019-09-10T00:34:51.000Z;4.80
2019-09-10T00:35:51.000Z;4.60
2019-09-10T00:36:51.000Z;4.50
2019-09-10T00:37:51.000Z;5.10
2019-09-10T00:38:51.000Z;4.80
2019-09-10T00:39:51.000Z;4.90
2019-09-10T00:40:51.000Z;4.50
2019-09-10T00:41:51.000Z;4.80
2019-09-10T00:42:52.000Z;4.60
2019-09-10T00:43:52.000Z;5.20
2019-09-10T00:44:52.000Z;4.50
2019-09-10T00:45:52.000Z;5.30
2019-09-10T00:46:52.000Z;4.80
2019-09-10T00:47:52.000Z;4.30
2019-09-10T00:48:52.000Z;4.80
2019-09-10T00:49:52.000Z;4.30
2019-09-10T00:50:52.000Z;4.70
2019-09-10T00:51:52.000Z;4.20
2019-09-10T00:52:52.000Z;4.40
2019-09-10T00:53:53.000Z;4.70
2019-09-10T00:54:53.000Z;4.80
2019-09-10T00:55:53.000Z;3.70
2019-09-10T00:56:53.000Z;5.00
2019-09-10T00:57:53.000Z;4.80
2019-09-10T00:58:53.000Z;5.10
2019-09-10T00:59:53.000Z;5.70
2019-09-10T01:00:53.000Z;5.70
2019-09-10T01:01:53.000Z;5.50
2019-09-10T01:02:53.000Z;5.40
2019-09-10T01:03:53.000Z;5.70
2019-09-10T01:04:53.000Z;5.70
2019-09-10T01:05:54.000Z;5.80
2019-09-10T01:06:54.000Z;5.40
2019-09-10T01:07:54.000Z;6.10
2019-09-10T01:08:54.000Z;5.30
2019-09-10T01:09:54.000Z;5.80
2019-09-10T01:10:54.000Z;6.00
2019-09-10T01:11:54.000Z;5.90
2019-09-10T01:12:54.000Z;6.10
2019-09-10T01:13:54.000Z;5.80
2019-09-10T01:14:54.000Z;5.60
2019-09-10T01:15:54.000Z;6.60
2019-09-10T01:16:55.000Z;7.30
2019-09-10T01:17:55.000Z;6.50
2019-09-10T01:18:55.000Z;5.60
2019-09-10T01:19:55.000Z;5.10
2019-09-10T01:20:55.000Z;4.80
2019-09-10T01:21:55.000Z;4.90
2019-09-10T01:22:55.000Z;5.30
2019-09-10T01:23:55.000Z;5.30
2019-09-10T01:24:55.000Z;5.10
2019-09-10T01:25:55.000Z;6.30
2019-09-10T01:26:55.000Z;6.20
2019-09-10T01:27:55.000Z;6.10
2019-09-10T01:28:56.000Z;6.70
2019-09-10T01:29:56.000Z;7.00
2019-09-10T01:30:56.000Z;6.10
2019-09-10T01:31:56.000Z;6.20
2019-09-10T01:32:56.000Z;5.70
2019-09-10T01:33:56.000Z;6.50
2019-09-10T01:34:56.000Z;5.90
2019-09-10T01:35:56.000Z;5.70
2019-09-10T01:36:56.000Z;6.70
2019-09-10T01:37:56.000Z;6.10
2019-09-10T01:38:56.000Z;6.20
2019-09-10T01:39:57.000Z;7.00
2019-09-10T01:40:57.000Z;6.20
2019-09-10T01:41:57.000Z;6.30
2019-09-10T01:42:57.000Z;6.70
2019-09-10T01:43:57.000Z;6.90
2019-09-10T01:44:57.000Z;7.10
2019-09-10T01:45:57.000Z;7.10
2019-09-10T01:46:57.000Z;5.90
2019-09-10T01:47:57.000Z;6.80
2019-09-10T01:48:57.000Z;6.70
2019-09-10T01:49:57.000Z;6.10
2019-09-10T01:50:57.000Z;7.10
2019-09-10T01:51:58.000Z;6.90
2019-09-10T01:52:58.000Z;7.30
2019-09-10T01:53:58.000Z;7.20
2019-09-10T01:54:58.000Z;8.20
2019-09-10T01:55:58.000Z;8.20
2019-09-10T01:56:58.000Z;7.40
2019-09-10T01:57:58.000Z;8.20
2019-09-10T01:58:58.000Z;7.70
2019-09-10T01:59:58.000Z;7.90
2019-09-10T02:00:58.000Z;8.00
2019-09-10T02:01:58.000Z;7.90
2019-09-10T02:02:59.000Z;8.50
2019-09-10T02:03:59.000Z;7.30
2019-09-10T02:04:59.000Z;8.40
2019-09-10T02:05:59.000Z;8.20
2019-09-10T02:06:59.000Z;7.80
2019-09-10T02:07:59.000Z;7.50
2019-09-10T02:08:59.000Z;7.90
2019-09-10T02:09:59.000Z;7.00
2019-09-10T02:10:59.000Z;7.20
2019-09-10T02:11:59.000Z;8.00
2019-09-10T02:12:59.000Z;8.00
2019-09-10T02:13:59.000Z;7.40
2019-09-10T02:15:00.000Z;6.30
2019-09-10T02:16:00.000Z;6.10
2019-09-10T02:17:00.000Z;6.10
2019-09-10T02:18:00.000Z;6.50
2019-09-10T02:19:00.000Z;6.50
2019-09-10T02:20:00.000Z;7.00
2019-09-10T02:21:00.000Z;6.30
2019-09-10T02:22:00.000Z;6.60
2019-09-10T02:23:00.000Z;6.60
2019-09-10T02:24:00.000Z;6.70
2019-09-10T02:25:00.000Z;8.00
2019-09-10T02:26:01.000Z;7.80
2019-09-10T02:27:01.000Z;8.80
2019-09-10T02:28:01.000Z;9.30
2019-09-10T02:29:01.000Z;8.40
2019-09-10T02:30:01.000Z;7.30
2019-09-10T02:31:01.000Z;7.30
2019-09-10T02:32:01.000Z;8.30
2019-09-10T02:33:01.000Z;6.40
2019-09-10T02:34:01.000Z;6.80
2019-09-10T02:35:01.000Z;6.20
2019-09-10T02:36:01.000Z;6.30
2019-09-10T02:37:01.000Z;6.70
2019-09-10T02:38:02.000Z;7.70
2019-09-10T02:39:02.000Z;7.50
2019-09-10T02:40:02.000Z;7.80
2019-09-10T02:41:02.000Z;9.30
2019-09-10T02:42:02.000Z;8.90
2019-09-10T02:43:02.000Z;10.00
2019-09-10T02:44:02.000Z;9.70
2019-09-10T02:45:02.000Z;9.10
2019-09-10T02:46:02.000Z;9.90
2019-09-10T02:47:02.000Z;10.50
2019-09-10T02:48:02.000Z;11.20
2019-09-10T02:49:03.000Z;9.40
2019-09-10T02:50:03.000Z;9.50
2019-09-10T02:51:03.000Z;9.20
2019-09-10T02:52:03.000Z;7.40
2019-09-10T02:53:03.000Z;9.30
2019-09-10T02:54:03.000Z;9.20
2019-09-10T02:55:03.000Z;7.60
2019-09-10T02:56:03.000Z;7.80
2019-09-10T02:57:03.000Z;10.10
2019-09-10T02:58:03.000Z;10.10
2019-09-10T02:59:03.000Z;10.40
2019-09-10T03:00:03.000Z;9.20
2019-09-10T03:01:04.000Z;10.40
2019-09-10T03:02:04.000Z;9.30
2019-09-10T03:03:04.000Z;10.80
2019-09-10T03:04:04.000Z;10.20
2019-09-10T03:05:04.000Z;9.00
2019-09-10T03:06:04.000Z;10.10
2019-09-10T03:07:04.000Z;11.20
2019-09-10T03:08:04.000Z;11.20
2019-09-10T03:09:04.000Z;10.20
2019-09-10T03:10:04.000Z;9.50
2019-09-10T03:11:04.000Z;10.80
2019-09-10T03:12:05.000Z;7.00
2019-09-10T03:13:05.000Z;7.80
2019-09-10T03:14:05.000Z;8.50
2019-09-10T03:15:05.000Z;9.30
2019-09-10T03:16:05.000Z;8.30
2019-09-10T03:17:05.000Z;8.30
2019-09-10T03:18:05.000Z;8.20
2019-09-10T03:19:05.000Z;7.60
2019-09-10T03:20:05.000Z;7.70
2019-09-10T03:21:05.000Z;7.90
2019-09-10T03:22:05.000Z;8.90
2019-09-10T03:23:05.000Z;8.00
2019-09-10T03:24:06.000Z;8.80
2019-09-10T03:25:06.000Z;8.00
2019-09-10T03:26:06.000Z;8.80
2019-09-10T03:27:06.000Z;9.20
2019-09-10T03:28:06.000Z;8.20
2019-09-10T03:29:06.000Z;8.90
2019-09-10T03:30:06.000Z;8.90
2019-09-10T03:31:06.000Z;9.10
2019-09-10T03:32:06.000Z;9.10
2019-09-10T03:33:06.000Z;9.70
2019-09-10T03:34:06.000Z;8.70
2019-09-10T03:35:07.000Z;8.40
2019-09-10T03:36:07.000Z;7.80
2019-09-10T03:37:07.000Z;7.80
2019-09-10T03:38:07.000Z;9.00
2019-09-10T03:39:07.000Z;10.10
2019-09-10T03:40:07.000Z;8.40
2019-09-10T03:41:07.000Z;10.10
2019-09-10T03:42:07.000Z;11.60
2019-09-10T03:43:07.000Z;9.40
2019-09-10T03:44:07.000Z;11.20
2019-09-10T03:45:07.000Z;11.90
2019-09-10T03:46:07.000Z;11.90
2019-09-10T03:47:08.000Z;11.80
2019-09-10T03:48:08.000Z;12.50
2019-09-10T03:49:08.000Z;12.30
2019-09-10T03:50:08.000Z;12.20
2019-09-10T03:51:08.000Z;13.60
2019-09-10T03:52:08.000Z;12.90
2019-09-10T03:53:08.000Z;12.80
2019-09-10T03:54:08.000Z;13.00
2019-09-10T03:55:08.000Z;12.80
2019-09-10T03:56:08.000Z;11.30
2019-09-10T03:57:08.000Z;9.20
2019-09-10T03:58:09.000Z;8.90
2019-09-10T03:59:09.000Z;8.50
2019-09-10T04:00:09.000Z;8.60
2019-09-10T04:01:09.000Z;9.80
2019-09-10T04:02:09.000Z;11.20
2019-09-10T04:03:09.000Z;12.40
2019-09-10T04:04:09.000Z;13.20
2019-09-10T04:05:09.000Z;12.00
2019-09-10T04:06:09.000Z;9.20
2019-09-10T04:07:09.000Z;8.70
2019-09-10T04:08:09.000Z;9.50
2019-09-10T04:09:10.000Z;12.80
2019-09-10T04:10:10.000Z;13.00
2019-09-10T04:11:10.000Z;13.10
2019-09-10T04:12:10.000Z;10.30
2019-09-10T04:13:10.000Z;8.90
2019-09-10T04:14:10.000Z;9.40
2019-09-10T04:15:10.000Z;8.30
2019-09-10T04:16:10.000Z;9.30
2019-09-10T04:17:10.000Z;8.40
2019-09-10T04:18:10.000Z;11.20
2019-09-10T04:19:10.000Z;11.60
2019-09-10T04:20:11.000Z;11.60
2019-09-10T04:21:11.000Z;14.10
2019-09-10T04:22:11.000Z;11.20
2019-09-10T04:23:11.000Z;9.70
2019-09-10T04:24:11.000Z;9.80
2019-09-10T04:25:11.000Z;11.00
2019-09-10T04:26:11.000Z;10.60
2019-09-10T04:27:11.000Z;10.10
2019-09-10T04:28:11.000Z;12.40
2019-09-10T04:29:11.000Z;9.60
2019-09-10T04:30:11.000Z;12.20
2019-09-10T04:31:12.000Z;11.50
2019-09-10T04:32:12.000Z;13.20
2019-09-10T04:33:12.000Z;10.50
2019-09-10T04:34:12.000Z;12.80
2019-09-10T04:35:12.000Z;11.80
2019-09-10T04:36:12.000Z;10.50
2019-09-10T04:37:12.000Z;12.60
2019-09-10T04:38:12.000Z;11.70
2019-09-10T04:39:12.000Z;10.40
2019-09-10T04:40:12.000Z;11.60
2019-09-10T04:41:13.000Z;11.30
2019-09-10T04:42:13.000Z;9.10
2019-09-10T04:43:13.000Z;9.30
2019-09-10T04:44:13.000Z;10.60
2019-09-10T04:45:13.000Z;12.50
2019-09-10T04:46:13.000Z;14.00
2019-09-10T04:47:13.000Z;14.60
2019-09-10T04:48:13.000Z;14.20
2019-09-10T04:49:13.000Z;13.40
2019-09-10T04:50:13.000Z;14.30
2019-09-10T04:51:13.000Z;14.80
2019-09-10T04:52:14.000Z;15.80
2019-09-10T04:53:14.000Z;15.50
2019-09-10T04:54:14.000Z;14.80
2019-09-10T04:55:14.000Z;13.90
2019-09-10T04:56:14.000Z;16.30
2019-09-10T04:57:14.000Z;16.00
2019-09-10T04:58:14.000Z;11.50
2019-09-10T04:59:14.000Z;10.40
2019-09-10T05:00:14.000Z;15.50
2019-09-10T05:01:14.000Z;13.00
2019-09-10T05:02:14.000Z;16.00
2019-09-10T05:03:15.000Z;15.10
2019-09-10T05:04:15.000Z;13.60
2019-09-10T05:05:15.000Z;13.60
2019-09-10T05:06:15.000Z;11.40
2019-09-10T05:07:15.000Z;12.70
2019-09-10T05:08:15.000Z;12.60
2019-09-10T05:09:15.000Z;15.00
2019-09-10T05:10:15.000Z;16.60
2019-09-10T05:11:15.000Z;16.10
2019-09-10T05:12:15.000Z;13.10
2019-09-10T05:13:15.000Z;15.70
2019-09-10T05:14:16.000Z;18.60
2019-09-10T05:15:16.000Z;16.90
2019-09-10T05:16:16.000Z;17.30
2019-09-10T05:17:16.000Z;18.10
2019-09-10T05:18:16.000Z;18.80
2019-09-10T05:19:16.000Z;18.60
2019-09-10T05:20:16.000Z;20.30
2019-09-10T05:21:16.000Z;18.80
2019-09-10T05:22:16.000Z;17.70
2019-09-10T05:23:16.000Z;16.90
2019-09-10T05:24:16.000Z;17.00
2019-09-10T05:25:17.000Z;17.60
2019-09-10T05:26:17.000Z;18.50
2019-09-10T05:27:17.000Z;16.00
2019-09-10T05:28:17.000Z;16.00
2019-09-10T05:29:17.000Z;13.60
2019-09-10T05:30:17.000Z;17.10
2019-09-10T05:31:17.000Z;18.40
2019-09-10T05:32:17.000Z;12.80
2019-09-10T05:33:17.000Z;13.50
2019-09-10T05:34:17.000Z;12.10
2019-09-10T05:35:17.000Z;18.70
2019-09-10T05:36:18.000Z;19.80
2019-09-10T05:37:18.000Z;19.30
2019-09-10T05:38:18.000Z;21.00
2019-09-10T05:39:18.000Z;21.30
2019-09-10T05:40:18.000Z;21.90
2019-09-10T05:41:18.000Z;22.40
2019-09-10T05:42:18.000Z;20.10
2019-09-10T05:43:18.000Z;19.50
2019-09-10T05:44:18.000Z;18.20
2019-09-10T05:45:18.000Z;22.50
2019-09-10T05:46:19.000Z;24.60
2019-09-10T05:47:19.000Z;22.10
2019-09-10T05:48:19.000Z;23.60
2019-09-10T05:49:19.000Z;24.70
2019-09-10T05:50:19.000Z;22.60
2019-09-10T05:51:19.000Z;21.70
2019-09-10T05:52:19.000Z;22.80
2019-09-10T05:53:19.000Z;22.50
2019-09-10T05:54:19.000Z;23.40
2019-09-10T05:55:19.000Z;24.50
2019-09-10T05:56:19.000Z;24.30
2019-09-10T05:57:20.000Z;23.00
2019-09-10T05:58:20.000Z;22.70
2019-09-10T05:59:20.000Z;24.90
2019-09-10T06:00:20.000Z;24.50
2019-09-10T06:01:20.000Z;24.10
2019-09-10T06:02:20.000Z;23.80
2019-09-10T06:03:20.000Z;22.60
2019-09-10T06:04:20.000Z;23.00
2019-09-10T06:05:20.000Z;23.50
2019-09-10T06:06:20.000Z;22.70
2019-09-10T06:07:20.000Z;24.20
2019-09-10T06:08:21.000Z;23.40
2019-09-10T06:09:21.000Z;24.10
2019-09-10T06:10:21.000Z;23.40
2019-09-10T06:11:21.000Z;22.40
2019-09-10T06:12:21.000Z;23.00
2019-09-10T06:13:21.000Z;19.60
2019-09-10T06:14:21.000Z;17.80
2019-09-10T06:15:21.000Z;18.80
2019-09-10T06:16:21.000Z;14.10
2019-09-10T06:17:21.000Z;17.40
2019-09-10T06:18:21.000Z;19.30
2019-09-10T06:19:22.000Z;21.30
2019-09-10T06:20:22.000Z;20.70
2019-09-10T06:21:22.000Z;23.30
2019-09-10T06:22:22.000Z;23.60
2019-09-10T06:23:22.000Z;25.80
2019-09-10T06:24:22.000Z;25.00
2019-09-10T06:25:22.000Z;23.30
2019-09-10T06:26:22.000Z;21.70
2019-09-10T06:27:22.000Z;19.80
2019-09-10T06:28:22.000Z;18.60
2019-09-10T06:29:23.000Z;18.50
2019-09-10T06:30:23.000Z;19.00
2019-09-10T06:31:23.000Z;18.80
2019-09-10T06:32:23.000Z;18.10
2019-09-10T06:33:23.000Z;15.00
2019-09-10T06:34:23.000Z;18.50
2019-09-10T06:35:23.000Z;17.10
2019-09-10T06:36:23.000Z;20.20
2019-09-10T06:37:23.000Z;20.70
2019-09-10T06:38:23.000Z;19.30
2019-09-10T06:39:23.000Z;20.00
2019-09-10T06:40:24.000Z;19.40
2019-09-10T06:41:24.000Z;19.90
2019-09-10T06:42:24.000Z;20.90
2019-09-10T06:43:24.000Z;20.30
2019-09-10T06:44:24.000Z;19.30
2019-09-10T06:45:24.000Z;19.80
2019-09-10T06:46:24.000Z;21.80
2019-09-10T06:47:24.000Z;20.60
2019-09-10T06:48:24.000Z;19.50
2019-09-10T06:49:24.000Z;18.90
2019-09-10T06:50:24.000Z;18.40
2019-09-10T06:51:25.000Z;20.50
2019-09-10T06:52:25.000Z;22.50
2019-09-10T06:53:25.000Z;21.70
2019-09-10T06:54:25.000Z;21.30
2019-09-10T06:55:25.000Z;20.20
2019-09-10T06:56:25.000Z;19.60
2019-09-10T06:57:25.000Z;20.10
2019-09-10T06:58:25.000Z;20.50
2019-09-10T06:59:25.000Z;18.70
2019-09-10T07:00:25.000Z;17.60
2019-09-10T07:01:25.000Z;19.60
2019-09-10T07:02:26.000Z;17.40
2019-09-10T07:03:26.000Z;16.80
2019-09-10T07:04:26.000Z;18.70
2019-09-10T07:05:26.000Z;15.40
2019-09-10T07:06:26.000Z;17.10
2019-09-10T07:07:26.000Z;15.70
2019-09-10T07:08:26.000Z;15.70
2019-09-10T07:09:26.000Z;16.40
2019-09-10T07:10:26.000Z;16.10
2019-09-10T07:11:26.000Z;16.80
2019-09-10T07:12:26.000Z;17.10
2019-09-10T07:13:27.000Z;18.70
2019-09-10T07:14:27.000Z;16.60
2019-09-10T07:15:27.000Z;16.60
2019-09-10T07:16:27.000Z;17.80
2019-09-10T07:17:27.000Z;15.70
2019-09-10T07:18:27.000Z;17.70
2019-09-10T07:19:27.000Z;17.10
2019-09-10T07:20:27.000Z;15.10
2019-09-10T07:21:27.000Z;16.30
2019-09-10T07:22:27.000Z;15.90
2019-09-10T07:23:28.000Z;15.90
2019-09-10T07:24:28.000Z;14.90
2019-09-10T07:25:28.000Z;13.50
2019-09-10T07:26:28.000Z;13.30
2019-09-10T07:27:28.000Z;14.30
2019-09-10T07:28:28.000Z;11.90
2019-09-10T07:29:28.000Z;13.10
2019-09-10T07:30:28.000Z;13.70
2019-09-10T07:31:28.000Z;13.10
2019-09-10T07:32:28.000Z;12.60
2019-09-10T07:33:28.000Z;12.90
2019-09-10T07:34:29.000Z;13.90
2019-09-10T07:35:29.000Z;13.40
2019-09-10T07:36:29.000Z;13.30
2019-09-10T07:37:29.000Z;13.10
2019-09-10T07:38:29.000Z;13.50
2019-09-10T07:39:29.000Z;13.60
2019-09-10T07:40:29.000Z;13.30
2019-09-10T07:41:29.000Z;13.40
2019-09-10T07:42:29.000Z;13.50
2019-09-10T07:43:29.000Z;13.20
2019-09-10T07:44:29.000Z;13.90
2019-09-10T07:45:30.000Z;14.60
2019-09-10T07:46:30.000Z;14.60
2019-09-10T07:47:30.000Z;13.50
2019-09-10T07:48:30.000Z;14.90
2019-09-10T07:49:30.000Z;13.70
2019-09-10T07:50:30.000Z;14.10
2019-09-10T07:51:30.000Z;14.10
2019-09-10T07:52:30.000Z;15.20
2019-09-10T07:53:30.000Z;13.40
2019-09-10T07:54:30.000Z;14.80
2019-09-10T07:55:30.000Z;14.60
2019-09-10T07:56:31.000Z;14.90
2019-09-10T07:57:31.000Z;13.70
2019-09-10T07:58:31.000Z;13.00
2019-09-10T07:59:31.000Z;14.30
2019-09-10T08:00:31.000Z;12.60
2019-09-10T08:01:31.000Z;13.20
2019-09-10T08:02:31.000Z;13.20
2019-09-10T08:03:31.000Z;14.20
2019-09-10T08:04:31.000Z;13.60
2019-09-10T08:05:31.000Z;13.20
2019-09-10T08:06:32.000Z;12.90
2019-09-10T08:07:32.000Z;13.30
2019-09-10T08:08:32.000Z;12.50
2019-09-10T08:09:32.000Z;12.40
2019-09-10T08:10:32.000Z;13.20
2019-09-10T08:11:32.000Z;13.10
2019-09-10T08:12:32.000Z;13.30
2019-09-10T08:13:32.000Z;11.90
2019-09-10T08:14:32.000Z;12.80
2019-09-10T08:15:32.000Z;12.70
2019-09-10T08:16:32.000Z;11.60
2019-09-10T08:17:33.000Z;11.80
2019-09-10T08:18:33.000Z;12.50
2019-09-10T08:19:33.000Z;12.80
2019-09-10T08:20:33.000Z;13.00
2019-09-10T08:21:33.000Z;13.60
2019-09-10T08:22:33.000Z;13.50
2019-09-10T08:23:33.000Z;13.90
2019-09-10T08:24:33.000Z;12.80
2019-09-10T08:25:33.000Z;13.40
2019-09-10T08:26:33.000Z;13.90
2019-09-10T08:27:33.000Z;14.40
2019-09-10T08:28:34.000Z;13.60
2019-09-10T08:29:34.000Z;13.50
2019-09-10T08:30:34.000Z;13.30
2019-09-10T08:31:34.000Z;12.20
2019-09-10T08:32:34.000Z;11.80
2019-09-10T08:33:34.000Z;13.30
2019-09-10T08:34:34.000Z;11.70
2019-09-10T08:35:34.000Z;12.40
2019-09-10T08:36:34.000Z;11.90
2019-09-10T08:37:34.000Z;11.40
2019-09-10T08:38:35.000Z;10.50
2019-09-10T08:39:35.000Z;12.80
2019-09-10T08:40:35.000Z;12.80
2019-09-10T08:41:35.000Z;12.30
2019-09-10T08:42:35.000Z;11.40
2019-09-10T08:43:35.000Z;12.30
2019-09-10T08:44:35.000Z;13.40
2019-09-10T08:45:35.000Z;12.30
2019-09-10T08:46:35.000Z;12.60
2019-09-10T08:47:35.000Z;12.10
2019-09-10T08:48:35.000Z;11.80
2019-09-10T08:49:36.000Z;12.40
2019-09-10T08:50:36.000Z;12.20
2019-09-10T08:51:36.000Z;12.30
2019-09-10T08:52:36.000Z;14.20
2019-09-10T08:53:36.000Z;13.90
2019-09-10T08:54:36.000Z;13.90
2019-09-10T08:55:36.000Z;14.60
2019-09-10T08:56:36.000Z;13.80
2019-09-10T08:57:36.000Z;13.50
2019-09-10T08:58:36.000Z;14.10
2019-09-10T08:59:36.000Z;13.60
2019-09-10T09:00:37.000Z;15.20
2019-09-10T09:01:37.000Z;14.20
2019-09-10T09:02:37.000Z;14.30
2019-09-10T09:03:37.000Z;13.00
2019-09-10T09:04:37.000Z;12.70
2019-09-10T09:05:37.000Z;14.40
2019-09-10T09:06:37.000Z;14.50
2019-09-10T09:07:37.000Z;12.70
2019-09-10T09:08:37.000Z;11.50
2019-09-10T09:09:37.000Z;13.10
2019-09-10T09:10:37.000Z;12.90
2019-09-10T09:11:38.000Z;14.10
2019-09-10T09:12:38.000Z;12.80
2019-09-10T09:13:38.000Z;12.30
2019-09-10T09:14:38.000Z;11.70
2019-09-10T09:15:38.000Z;11.80
2019-09-10T09:16:38.000Z;11.00
2019-09-10T09:17:38.000Z;12.40
2019-09-10T09:18:38.000Z;11.40
2019-09-10T09:19:38.000Z;11.90
2019-09-10T09:20:38.000Z;11.50
2019-09-10T09:21:38.000Z;10.20
2019-09-10T09:22:39.000Z;9.40
2019-09-10T09:23:39.000Z;9.30
2019-09-10T09:24:39.000Z;10.00
2019-09-10T09:25:39.000Z;10.00
2019-09-10T09:26:39.000Z;9.70
2019-09-10T09:27:39.000Z;9.30
2019-09-10T09:28:39.000Z;8.40
2019-09-10T09:29:39.000Z;8.50
2019-09-10T09:30:39.000Z;9.20
2019-09-10T09:31:39.000Z;8.20
2019-09-10T09:32:40.000Z;8.10
2019-09-10T09:33:40.000Z;8.70
2019-09-10T09:34:40.000Z;9.00
2019-09-10T09:35:40.000Z;8.70
2019-09-10T09:36:40.000Z;8.80
2019-09-10T09:37:40.000Z;9.10
2019-09-10T09:38:40.000Z;7.90
2019-09-10T09:39:40.000Z;9.30
2019-09-10T09:40:40.000Z;9.20
2019-09-10T09:41:40.000Z;8.10
2019-09-10T09:42:40.000Z;8.80
2019-09-10T09:43:41.000Z;8.20
2019-09-10T09:44:41.000Z;8.10
2019-09-10T09:45:41.000Z;8.10
2019-09-10T09:46:41.000Z;8.20
2019-09-10T09:47:41.000Z;8.10
2019-09-10T09:48:41.000Z;8.00
2019-09-10T09:49:41.000Z;8.00
2019-09-10T09:50:41.000Z;8.60
2019-09-10T09:51:41.000Z;8.00
2019-09-10T09:52:41.000Z;7.60
2019-09-10T09:53:41.000Z;7.40
2019-09-10T09:54:42.000Z;8.30
2019-09-10T09:55:42.000Z;7.20
2019-09-10T09:56:42.000Z;7.80
2019-09-10T09:57:42.000Z;8.00
2019-09-10T09:58:42.000Z;8.10
2019-09-10T09:59:42.000Z;6.50
2019-09-10T10:00:42.000Z;7.20
2019-09-10T10:01:42.000Z;6.90
