createdAt;value_temp;value_pm;value_hum
2020-03-29T04:24:58.000Z;4.18;4.60;74.67
2020-03-29T04:29:58.000Z;4.17;4.70;74.05
2020-03-29T04:34:58.000Z;4.18;4.10;74.77
2020-03-29T04:39:59.000Z;4.20;4.50;75.19
2020-03-29T04:44:59.000Z;4.24;4.10;74.26
2020-03-29T04:49:59.000Z;4.24;4.30;74.15
2020-03-29T04:54:59.000Z;4.25;4.60;73.43
2020-03-29T04:59:59.000Z;4.24;4.10;72.49
2020-03-29T05:04:59.000Z;4.25;3.90;72.91
2020-03-29T05:09:59.000Z;4.28;4.30;72.70
2020-03-29T05:14:59.000Z;4.25;2.90;68.13
2020-03-29T05:19:59.000Z;4.25;2.30;66.17
2020-03-29T05:24:59.000Z;4.21;2.50;63.68
2020-03-29T05:29:59.000Z;4.14;2.10;64.61
2020-03-29T05:34:59.000Z;4.08;1.90;65.03
2020-03-29T05:39:59.000Z;4.08;1.90;65.03
2020-03-29T05:44:59.000Z;4.06;2.10;67.34
2020-03-29T05:49:59.000Z;4.04;2.00;67.55
2020-03-29T05:54:59.000Z;4.00;1.90;64.33
2020-03-29T06:00:00.000Z;3.96;2.40;62.46
2020-03-29T06:05:00.000Z;3.95;1.60;62.77
2020-03-29T06:10:00.000Z;3.90;2.30;63.71
2020-03-29T06:15:00.000Z;3.86;2.10;64.98
2020-03-29T06:20:00.000Z;3.82;2.30;64.56
2020-03-29T06:25:00.000Z;3.81;2.10;65.50
2020-03-29T06:30:00.000Z;3.78;2.60;65.08
2020-03-29T06:35:00.000Z;3.77;2.60;67.16
2020-03-29T06:40:00.000Z;3.80;2.70;67.58
2020-03-29T06:45:01.000Z;3.77;2.30;66.33
2020-03-29T06:50:01.000Z;3.78;1.90;67.37
2020-03-29T06:55:01.000Z;3.78;2.90;66.96
2020-03-29T07:00:01.000Z;3.77;2.60;68.41
2020-03-29T07:05:01.000Z;3.75;2.40;68.51
2020-03-29T07:10:01.000Z;3.75;2.30;68.62
2020-03-29T07:15:01.000Z;3.77;2.40;68.51
2020-03-29T07:20:01.000Z;3.77;2.60;67.79
2020-03-29T07:25:01.000Z;3.78;3.10;68.41
2020-03-29T07:30:01.000Z;3.81;2.80;69.55
2020-03-29T07:35:01.000Z;3.81;2.60;67.89
2020-03-29T07:40:01.000Z;3.82;2.60;69.76
2020-03-29T07:45:01.000Z;3.88;2.60;70.76
2020-03-29T07:50:01.000Z;3.95;2.40;69.83
2020-03-29T07:55:01.000Z;3.96;6.80;69.73
2020-03-29T08:00:01.000Z;4.04;2.20;69.83
2020-03-29T08:05:02.000Z;4.11;2.30;68.34
2020-03-29T08:10:02.000Z;4.26;2.20;67.41
2020-03-29T08:15:02.000Z;4.44;2.20;68.21
2020-03-29T08:20:02.000Z;4.53;2.00;67.86
2020-03-29T08:25:02.000Z;4.50;2.10;66.86
2020-03-29T08:30:02.000Z;4.42;2.10;66.03
2020-03-29T08:35:02.000Z;4.29;1.80;66.99
2020-03-29T08:40:02.000Z;4.32;2.10;66.03
2020-03-29T08:45:02.000Z;4.49;2.30;69.24
2020-03-29T08:50:02.000Z;4.59;1.60;67.45
2020-03-29T08:55:02.000Z;4.59;1.80;66.11
2020-03-29T09:00:02.000Z;4.59;1.50;67.45
2020-03-29T09:05:02.000Z;4.57;1.50;67.24
2020-03-29T09:10:02.000Z;4.51;2.00;67.38
2020-03-29T09:15:02.000Z;4.50;1.70;68.83
2020-03-29T09:20:02.000Z;4.47;1.90;68.00
2020-03-29T09:25:03.000Z;4.51;2.10;68.93
2020-03-29T09:30:03.000Z;4.64;1.70;67.24
2020-03-29T09:35:03.000Z;4.69;1.70;67.14
2020-03-29T09:40:03.000Z;4.59;1.40;65.80
2020-03-29T09:45:03.000Z;4.57;1.40;67.76
2020-03-29T09:50:03.000Z;4.94;1.10;70.11
2020-03-29T09:55:03.000Z;5.22;1.10;65.70
2020-03-29T10:00:03.000Z;5.24;0.90;64.67
2020-03-29T10:05:03.000Z;5.20;1.00;66.94
2020-03-29T10:10:03.000Z;5.22;1.20;67.98
2020-03-29T10:15:03.000Z;5.22;1.30;67.77
2020-03-29T10:20:03.000Z;5.09;1.20;68.12
2020-03-29T10:25:03.000Z;4.97;2.10;69.87
2020-03-29T10:30:03.000Z;4.87;1.20;70.11
2020-03-29T10:35:03.000Z;4.90;0.60;70.53
2020-03-29T10:40:03.000Z;4.83;0.70;70.84
2020-03-29T10:45:04.000Z;4.68;0.60;72.74
2020-03-29T10:50:04.000Z;4.51;0.40;71.73
2020-03-29T10:55:04.000Z;4.53;0.40;73.15
2020-03-29T11:00:04.000Z;4.67;0.60;73.25
2020-03-29T11:05:04.000Z;4.68;0.50;73.88
2020-03-29T11:10:04.000Z;4.65;0.50;74.81
2020-03-29T11:15:04.000Z;4.87;1.20;76.12
2020-03-29T11:20:04.000Z;4.87;1.90;76.64
2020-03-29T11:25:04.000Z;4.67;0.70;78.12
2020-03-29T11:30:04.000Z;4.64;0.60;79.16
2020-03-29T11:35:04.000Z;4.54;0.50;79.88
2020-03-29T11:40:04.000Z;4.28;0.40;79.55
2020-03-29T11:45:04.000Z;4.02;0.50;82.28
2020-03-29T11:50:04.000Z;3.80;0.50;83.56
2020-03-29T11:55:04.000Z;3.54;1.30;84.01
2020-03-29T12:00:04.000Z;3.23;1.10;84.37
2020-03-29T12:05:04.000Z;3.20;1.10;86.24
2020-03-29T12:10:05.000Z;3.26;1.00;87.38
2020-03-29T12:15:05.000Z;3.34;1.80;87.90
2020-03-29T12:20:05.000Z;3.39;1.70;88.31
2020-03-29T12:25:05.000Z;3.34;2.30;88.10
2020-03-29T12:30:05.000Z;3.31;4.60;88.73
2020-03-29T12:35:05.000Z;3.37;1.90;89.46
2020-03-29T12:40:05.000Z;3.45;2.10;89.42
2020-03-29T12:45:05.000Z;3.49;2.00;89.52
2020-03-29T12:50:05.000Z;3.39;1.50;89.46
2020-03-29T12:55:05.000Z;3.39;1.20;89.56
2020-03-29T13:00:05.000Z;3.39;1.10;89.15
2020-03-29T13:05:05.000Z;3.50;1.40;89.11
2020-03-29T13:10:06.000Z;3.59;1.20;89.11
