createdAt;value_hum;value_pm;value_temp
2019-09-10T04:41:13.000Z;83.25;11.30;9.71
2019-09-10T04:42:13.000Z;82.93;9.10;9.70
2019-09-10T04:43:13.000Z;82.73;9.30;9.67
2019-09-10T04:44:13.000Z;83.14;10.60;9.67
2019-09-10T04:45:13.000Z;83.25;12.50;9.67
2019-09-10T04:46:13.000Z;83.45;14.00;9.68
2019-09-10T04:47:13.000Z;83.45;14.60;9.68
2019-09-10T04:48:13.000Z;83.55;14.20;9.67
2019-09-10T04:49:13.000Z;83.76;13.40;9.65
2019-09-10T04:50:13.000Z;83.96;14.30;9.63
2019-09-10T04:51:13.000Z;84.17;14.80;9.62
2019-09-10T04:52:14.000Z;84.31;15.80;9.59
2019-09-10T04:53:14.000Z;84.31;15.50;9.60
2019-09-10T04:54:14.000Z;84.10;14.80;9.59
2019-09-10T04:55:14.000Z;84.00;13.90;9.56
2019-09-10T04:56:14.000Z;84.20;16.30;9.55
2019-09-10T04:57:14.000Z;84.00;16.00;9.55
2019-09-10T04:58:14.000Z;83.49;11.50;9.53
2019-09-10T04:59:14.000Z;83.49;10.40;9.52
2019-09-10T05:00:14.000Z;83.69;15.50;9.52
2019-09-10T05:01:14.000Z;83.80;13.00;9.52
2019-09-10T05:02:14.000Z;83.80;16.00;9.55
2019-09-10T05:03:15.000Z;83.69;15.10;9.55
2019-09-10T05:04:15.000Z;83.69;13.60;9.53
2019-09-10T05:05:15.000Z;83.39;13.60;9.53
2019-09-10T05:06:15.000Z;83.49;11.40;9.53
2019-09-10T05:07:15.000Z;83.39;12.70;9.52
2019-09-10T05:08:15.000Z;83.39;12.60;9.53
2019-09-10T05:09:15.000Z;83.69;15.00;9.55
2019-09-10T05:10:15.000Z;83.49;16.60;9.55
2019-09-10T05:11:15.000Z;83.59;16.10;9.56
2019-09-10T05:12:15.000Z;83.59;13.10;9.56
2019-09-10T05:13:15.000Z;83.69;15.70;9.56
2019-09-10T05:14:16.000Z;83.80;18.60;9.56
2019-09-10T05:15:16.000Z;83.90;16.90;9.55
2019-09-10T05:16:16.000Z;83.80;17.30;9.55
2019-09-10T05:17:16.000Z;83.90;18.10;9.53
2019-09-10T05:18:16.000Z;84.00;18.80;9.52
2019-09-10T05:19:16.000Z;84.10;18.60;9.50
2019-09-10T05:20:16.000Z;84.00;20.30;9.49
2019-09-10T05:21:16.000Z;83.90;18.80;9.49
2019-09-10T05:22:16.000Z;83.90;17.70;9.45
2019-09-10T05:23:16.000Z;84.00;16.90;9.44
2019-09-10T05:24:16.000Z;84.00;17.00;9.42
2019-09-10T05:25:17.000Z;84.00;17.60;9.41
2019-09-10T05:26:17.000Z;84.10;18.50;9.41
2019-09-10T05:27:17.000Z;84.00;16.00;9.41
2019-09-10T05:28:17.000Z;84.00;16.00;9.40
2019-09-10T05:29:17.000Z;83.80;13.60;9.38
2019-09-10T05:30:17.000Z;83.90;17.10;9.38
2019-09-10T05:31:17.000Z;83.80;18.40;9.38
2019-09-10T05:32:17.000Z;83.39;12.80;9.37
2019-09-10T05:33:17.000Z;83.12;13.50;9.35
2019-09-10T05:34:17.000Z;83.42;12.10;9.34
2019-09-10T05:35:17.000Z;83.83;18.70;9.34
2019-09-10T05:36:18.000Z;83.94;19.80;9.37
2019-09-10T05:37:18.000Z;84.25;19.30;9.37
2019-09-10T05:38:18.000Z;84.41;21.00;9.37
2019-09-10T05:39:18.000Z;84.31;21.30;9.38
2019-09-10T05:40:18.000Z;84.41;21.90;9.40
2019-09-10T05:41:18.000Z;84.41;22.40;9.37
2019-09-10T05:42:18.000Z;84.76;20.10;9.34
2019-09-10T05:43:18.000Z;84.86;19.50;9.32
2019-09-10T05:44:18.000Z;84.96;18.20;9.32
2019-09-10T05:45:18.000Z;84.96;22.50;9.32
2019-09-10T05:46:19.000Z;84.96;24.60;9.32
2019-09-10T05:47:19.000Z;85.06;22.10;9.34
2019-09-10T05:48:19.000Z;85.06;23.60;9.34
2019-09-10T05:49:19.000Z;84.96;24.70;9.37
2019-09-10T05:50:19.000Z;84.86;22.60;9.35
2019-09-10T05:51:19.000Z;84.76;21.70;9.34
2019-09-10T05:52:19.000Z;84.66;22.80;9.34
2019-09-10T05:53:19.000Z;84.76;22.50;9.34
2019-09-10T05:54:19.000Z;84.86;23.40;9.31
2019-09-10T05:55:19.000Z;85.06;24.50;9.30
2019-09-10T05:56:19.000Z;85.17;24.30;9.30
2019-09-10T05:57:20.000Z;85.17;23.00;9.30
2019-09-10T05:58:20.000Z;85.06;22.70;9.31
2019-09-10T05:59:20.000Z;85.27;24.90;9.26
2019-09-10T06:00:20.000Z;85.38;24.50;9.27
2019-09-10T06:01:20.000Z;85.27;24.10;9.27
2019-09-10T06:02:20.000Z;85.06;23.80;9.27
2019-09-10T06:03:20.000Z;85.06;22.60;9.27
2019-09-10T06:04:20.000Z;84.96;23.00;9.24
2019-09-10T06:05:20.000Z;85.27;23.50;9.23
2019-09-10T06:06:20.000Z;85.06;22.70;9.24
2019-09-10T06:07:20.000Z;84.86;24.20;9.23
2019-09-10T06:08:21.000Z;84.76;23.40;9.22
2019-09-10T06:09:21.000Z;84.66;24.10;9.22
2019-09-10T06:10:21.000Z;84.66;23.40;9.20
2019-09-10T06:11:21.000Z;84.66;22.40;9.19
2019-09-10T06:12:21.000Z;84.55;23.00;9.19
2019-09-10T06:13:21.000Z;84.45;19.60;9.19
2019-09-10T06:14:21.000Z;84.45;17.80;9.19
2019-09-10T06:15:21.000Z;84.18;18.80;9.16
2019-09-10T06:16:21.000Z;83.87;14.10;9.13
2019-09-10T06:17:21.000Z;84.18;17.40;9.13
2019-09-10T06:18:21.000Z;84.59;19.30;9.16
2019-09-10T06:19:22.000Z;84.90;21.30;9.16
2019-09-10T06:20:22.000Z;85.11;20.70;9.16
2019-09-10T06:21:22.000Z;85.41;23.30;9.15
2019-09-10T06:22:22.000Z;85.52;23.60;9.16
2019-09-10T06:23:22.000Z;85.62;25.80;9.16
2019-09-10T06:24:22.000Z;85.72;25.00;9.12
2019-09-10T06:25:22.000Z;85.31;23.30;9.16
2019-09-10T06:26:22.000Z;84.86;21.70;9.17
2019-09-10T06:27:22.000Z;84.69;19.80;9.15
2019-09-10T06:28:22.000Z;84.49;18.60;9.15
2019-09-10T06:29:23.000Z;84.39;18.50;9.13
2019-09-10T06:30:23.000Z;84.39;19.00;9.13
2019-09-10T06:31:23.000Z;84.18;18.80;9.15
2019-09-10T06:32:23.000Z;83.98;18.10;9.13
2019-09-10T06:33:23.000Z;83.77;15.00;9.13
2019-09-10T06:34:23.000Z;83.77;18.50;9.13
2019-09-10T06:35:23.000Z;83.77;17.10;9.15
2019-09-10T06:36:23.000Z;84.08;20.20;9.10
2019-09-10T06:37:23.000Z;84.18;20.70;9.12
2019-09-10T06:38:23.000Z;84.18;19.30;9.13
2019-09-10T06:39:23.000Z;84.18;20.00;9.12
2019-09-10T06:40:24.000Z;83.98;19.40;9.12
2019-09-10T06:41:24.000Z;84.08;19.90;9.12
2019-09-10T06:42:24.000Z;84.39;20.90;9.12
2019-09-10T06:43:24.000Z;84.49;20.30;9.12
2019-09-10T06:44:24.000Z;84.49;19.30;9.13
2019-09-10T06:45:24.000Z;84.49;19.80;9.13
2019-09-10T06:46:24.000Z;84.49;21.80;9.13
2019-09-10T06:47:24.000Z;84.49;20.60;9.15
2019-09-10T06:48:24.000Z;84.39;19.50;9.15
2019-09-10T06:49:24.000Z;84.28;18.90;9.15
2019-09-10T06:50:24.000Z;84.49;18.40;9.16
2019-09-10T06:51:25.000Z;84.59;20.50;9.16
2019-09-10T06:52:25.000Z;84.66;22.50;9.16
2019-09-10T06:53:25.000Z;84.66;21.70;9.19
2019-09-10T06:54:25.000Z;84.55;21.30;9.20
2019-09-10T06:55:25.000Z;84.34;20.20;9.22
2019-09-10T06:56:25.000Z;84.34;19.60;9.23
2019-09-10T06:57:25.000Z;84.25;20.10;9.23
2019-09-10T06:58:25.000Z;84.14;20.50;9.24
2019-09-10T06:59:25.000Z;84.14;18.70;9.24
2019-09-10T07:00:25.000Z;83.94;17.60;9.27
2019-09-10T07:01:25.000Z;84.04;19.60;9.26
2019-09-10T07:02:26.000Z;83.83;17.40;9.32
2019-09-10T07:03:26.000Z;83.73;16.80;9.35
2019-09-10T07:04:26.000Z;83.49;18.70;9.38
2019-09-10T07:05:26.000Z;83.28;15.40;9.41
2019-09-10T07:06:26.000Z;83.28;17.10;9.42
2019-09-10T07:07:26.000Z;83.18;15.70;9.45
2019-09-10T07:08:26.000Z;83.07;15.70;9.50
2019-09-10T07:09:26.000Z;82.97;16.40;9.53
2019-09-10T07:10:26.000Z;82.87;16.10;9.58
2019-09-10T07:11:26.000Z;82.73;16.80;9.62
2019-09-10T07:12:26.000Z;82.53;17.10;9.63
2019-09-10T07:13:27.000Z;82.53;18.70;9.71
2019-09-10T07:14:27.000Z;82.32;16.60;9.75
2019-09-10T07:15:27.000Z;82.12;16.60;9.80
2019-09-10T07:16:27.000Z;81.67;17.80;9.85
2019-09-10T07:17:27.000Z;81.57;15.70;9.89
2019-09-10T07:18:27.000Z;81.36;17.70;9.93
2019-09-10T07:19:27.000Z;81.05;17.10;9.96
2019-09-10T07:20:27.000Z;80.95;15.10;9.98
2019-09-10T07:21:27.000Z;80.64;16.30;9.99
2019-09-10T07:22:27.000Z;80.64;15.90;10.01
2019-09-10T07:23:28.000Z;80.23;15.90;10.01
2019-09-10T07:24:28.000Z;80.03;14.90;10.04
2019-09-10T07:25:28.000Z;80.09;13.50;10.06
2019-09-10T07:26:28.000Z;80.09;13.30;10.06
2019-09-10T07:27:28.000Z;79.89;14.30;10.10
2019-09-10T07:28:28.000Z;79.89;11.90;10.13
2019-09-10T07:29:28.000Z;79.79;13.10;10.14
2019-09-10T07:30:28.000Z;79.68;13.70;10.18
2019-09-10T07:31:28.000Z;79.68;13.10;10.25
2019-09-10T07:32:28.000Z;79.58;12.60;10.29
2019-09-10T07:33:28.000Z;79.44;12.90;10.34
2019-09-10T07:34:29.000Z;79.24;13.90;10.32
2019-09-10T07:35:29.000Z;79.13;13.40;10.35
2019-09-10T07:36:29.000Z;79.13;13.30;10.38
2019-09-10T07:37:29.000Z;78.83;13.10;10.35
2019-09-10T07:38:29.000Z;79.03;13.50;10.44
2019-09-10T07:39:29.000Z;78.79;13.60;10.52
2019-09-10T07:40:29.000Z;78.38;13.30;10.60
2019-09-10T07:41:29.000Z;77.97;13.40;10.62
2019-09-10T07:42:29.000Z;78.17;13.50;10.65
2019-09-10T07:43:29.000Z;77.97;13.20;10.55
2019-09-10T07:44:29.000Z;78.21;13.90;10.47
2019-09-10T07:45:30.000Z;78.21;14.60;10.38
2019-09-10T07:46:30.000Z;78.21;14.60;10.35
2019-09-10T07:47:30.000Z;78.31;13.50;10.31
2019-09-10T07:48:30.000Z;78.72;14.90;10.38
2019-09-10T07:49:30.000Z;78.31;13.70;10.42
2019-09-10T07:50:30.000Z;78.11;14.10;10.47
2019-09-10T07:51:30.000Z;77.91;14.10;10.47
2019-09-10T07:52:30.000Z;77.67;15.20;10.52
2019-09-10T07:53:30.000Z;77.67;13.40;10.52
2019-09-10T07:54:30.000Z;77.67;14.80;10.57
2019-09-10T07:55:30.000Z;77.26;14.60;10.62
2019-09-10T07:56:31.000Z;76.95;14.90;10.62
2019-09-10T07:57:31.000Z;76.95;13.70;10.69
2019-09-10T07:58:31.000Z;76.64;13.00;10.69
2019-09-10T07:59:31.000Z;76.54;14.30;10.72
2019-09-10T08:00:31.000Z;76.20;12.60;10.75
2019-09-10T08:01:31.000Z;76.40;13.20;10.75
2019-09-10T08:02:31.000Z;76.30;13.20;10.80
2019-09-10T08:03:31.000Z;75.99;14.20;10.86
2019-09-10T08:04:31.000Z;75.48;13.60;10.84
2019-09-10T08:05:31.000Z;75.68;13.20;10.93
2019-09-10T08:06:32.000Z;75.07;12.90;10.94
2019-09-10T08:07:32.000Z;75.14;13.30;11.05
2019-09-10T08:08:32.000Z;74.52;12.50;11.17
2019-09-10T08:09:32.000Z;74.18;12.40;11.26
2019-09-10T08:10:32.000Z;73.77;13.20;11.28
2019-09-10T08:11:32.000Z;73.84;13.10;11.39
2019-09-10T08:12:32.000Z;73.64;13.30;11.51
2019-09-10T08:13:32.000Z;72.72;11.90;11.46
2019-09-10T08:14:32.000Z;72.62;12.80;11.46
2019-09-10T08:15:32.000Z;72.62;12.70;11.51
2019-09-10T08:16:32.000Z;72.41;11.60;11.59
2019-09-10T08:17:33.000Z;72.07;11.80;11.64
2019-09-10T08:18:33.000Z;72.07;12.50;11.63
2019-09-10T08:19:33.000Z;72.17;12.80;11.69
2019-09-10T08:20:33.000Z;71.50;13.00;11.53
2019-09-10T08:21:33.000Z;72.00;13.60;11.42
2019-09-10T08:22:33.000Z;72.11;13.50;11.39
2019-09-10T08:23:33.000Z;72.11;13.90;11.45
2019-09-10T08:24:33.000Z;72.11;12.80;11.46
2019-09-10T08:25:33.000Z;72.21;13.40;11.46
2019-09-10T08:26:33.000Z;72.11;13.90;11.46
2019-09-10T08:27:33.000Z;72.31;14.40;11.45
2019-09-10T08:28:34.000Z;72.21;13.60;11.44
2019-09-10T08:29:34.000Z;72.31;13.50;11.56
2019-09-10T08:30:34.000Z;71.97;13.30;11.72
2019-09-10T08:31:34.000Z;71.22;12.20;11.85
2019-09-10T08:32:34.000Z;70.81;11.80;12.00
2019-09-10T08:33:34.000Z;70.37;13.30;12.12
2019-09-10T08:34:34.000Z;70.07;11.70;12.25
2019-09-10T08:35:34.000Z;69.73;12.40;12.38
2019-09-10T08:36:34.000Z;69.02;11.90;12.52
2019-09-10T08:37:34.000Z;68.48;11.40;12.56
2019-09-10T08:38:35.000Z;68.37;10.50;12.66
2019-09-10T08:39:35.000Z;68.27;12.80;12.63
2019-09-10T08:40:35.000Z;68.17;12.80;12.67
2019-09-10T08:41:35.000Z;67.66;12.30;12.66
2019-09-10T08:42:35.000Z;67.66;11.40;12.71
2019-09-10T08:43:35.000Z;67.63;12.30;12.76
2019-09-10T08:44:35.000Z;67.22;13.40;12.77
2019-09-10T08:45:35.000Z;67.02;12.30;12.81
2019-09-10T08:46:35.000Z;67.02;12.60;12.85
2019-09-10T08:47:35.000Z;67.08;12.10;12.99
2019-09-10T08:48:35.000Z;66.58;11.80;13.16
2019-09-10T08:49:36.000Z;65.73;12.40;13.24
2019-09-10T08:50:36.000Z;65.63;12.20;13.38
2019-09-10T08:51:36.000Z;65.43;12.30;13.36
2019-09-10T08:52:36.000Z;65.12;14.20;13.41
2019-09-10T08:53:36.000Z;64.99;13.90;13.53
2019-09-10T08:54:36.000Z;64.58;13.90;13.63
2019-09-10T08:55:36.000Z;64.25;14.60;13.69
2019-09-10T08:56:36.000Z;63.91;13.80;13.91
2019-09-10T08:57:36.000Z;63.20;13.50;14.02
2019-09-10T08:58:36.000Z;62.76;14.10;14.21
2019-09-10T08:59:36.000Z;62.13;13.60;14.38
2019-09-10T09:00:37.000Z;61.52;15.20;14.49
2019-09-10T09:01:37.000Z;61.08;14.20;14.69
2019-09-10T09:02:37.000Z;60.35;14.30;14.93
2019-09-10T09:03:37.000Z;59.58;13.00;15.31
2019-09-10T09:04:37.000Z;58.31;12.70;15.74
2019-09-10T09:05:37.000Z;56.56;14.40;16.14
2019-09-10T09:06:37.000Z;55.19;14.50;16.62
2019-09-10T09:07:37.000Z;54.00;12.70;17.10
2019-09-10T09:08:37.000Z;52.64;11.50;17.62
2019-09-10T09:09:37.000Z;51.59;13.10;18.09
2019-09-10T09:10:37.000Z;50.25;12.90;18.46
2019-09-10T09:11:38.000Z;49.19;14.10;18.79
2019-09-10T09:12:38.000Z;47.74;12.80;19.17
2019-09-10T09:13:38.000Z;46.72;12.30;19.50
2019-09-10T09:14:38.000Z;45.59;11.70;19.70
2019-09-10T09:15:38.000Z;45.06;11.80;19.92
2019-09-10T09:16:38.000Z;45.04;11.00;20.25
2019-09-10T09:17:38.000Z;43.60;12.40;20.58
2019-09-10T09:18:38.000Z;42.90;11.40;20.69
2019-09-10T09:19:38.000Z;43.19;11.90;20.63
2019-09-10T09:20:38.000Z;43.38;11.50;20.91
2019-09-10T09:21:38.000Z;42.13;10.20;21.37
2019-09-10T09:22:39.000Z;41.19;9.40;21.94
2019-09-10T09:23:39.000Z;40.25;9.30;22.46
2019-09-10T09:24:39.000Z;39.60;10.00;22.94
2019-09-10T09:25:39.000Z;38.07;10.00;23.38
2019-09-10T09:26:39.000Z;36.76;9.70;23.69
2019-09-10T09:27:39.000Z;36.16;9.30;23.79
2019-09-10T09:28:39.000Z;36.24;8.40;23.97
2019-09-10T09:29:39.000Z;35.92;8.50;24.30
2019-09-10T09:30:39.000Z;35.29;9.20;24.67
2019-09-10T09:31:39.000Z;34.86;8.20;25.08
2019-09-10T09:32:40.000Z;33.85;8.10;25.51
2019-09-10T09:33:40.000Z;33.03;8.70;25.90
2019-09-10T09:34:40.000Z;32.51;9.00;26.19
2019-09-10T09:35:40.000Z;31.71;8.70;26.44
2019-09-10T09:36:40.000Z;31.69;8.80;26.51
2019-09-10T09:37:40.000Z;31.88;9.10;26.66
2019-09-10T09:38:40.000Z;31.28;7.90;26.79
2019-09-10T09:39:40.000Z;31.38;9.30;26.96
2019-09-10T09:40:40.000Z;30.77;9.20;26.98
2019-09-10T09:41:40.000Z;30.67;8.10;27.13
2019-09-10T09:42:40.000Z;30.65;8.80;27.31
2019-09-10T09:43:41.000Z;30.24;8.20;27.55
2019-09-10T09:44:41.000Z;30.04;8.10;27.81
2019-09-10T09:45:41.000Z;29.92;8.10;28.08
2019-09-10T09:46:41.000Z;29.21;8.20;28.32
2019-09-10T09:47:41.000Z;29.02;8.10;28.39
2019-09-10T09:48:41.000Z;28.41;8.00;28.55
2019-09-10T09:49:41.000Z;28.50;8.00;28.74
2019-09-10T09:50:41.000Z;28.48;8.60;29.00
2019-09-10T09:51:41.000Z;27.87;8.00;29.33
2019-09-10T09:52:41.000Z;27.85;7.60;29.66
2019-09-10T09:53:41.000Z;27.15;7.40;29.95
2019-09-10T09:54:42.000Z;26.93;8.30;30.22
2019-09-10T09:55:42.000Z;26.53;7.20;30.51
2019-09-10T09:56:42.000Z;26.03;7.80;30.70
2019-09-10T09:57:42.000Z;25.74;8.00;30.45
2019-09-10T09:58:42.000Z;26.24;8.10;30.49
2019-09-10T09:59:42.000Z;25.93;6.50;30.75
2019-09-10T10:00:42.000Z;25.33;7.20;31.07
2019-09-10T10:01:42.000Z;25.42;6.90;31.31
2019-09-10T10:02:42.000Z;24.81;6.70;31.57
2019-09-10T10:03:42.000Z;24.02;6.80;31.75
2019-09-10T10:04:43.000Z;23.63;6.80;31.82
2019-09-10T10:05:43.000Z;22.74;5.70;31.72
2019-09-10T10:06:43.000Z;23.25;5.70;31.25
2019-09-10T10:07:43.000Z;24.26;6.40;30.66
2019-09-10T10:08:43.000Z;24.47;5.10;30.53
2019-09-10T10:09:43.000Z;25.16;5.60;30.57
2019-09-10T10:10:43.000Z;24.27;5.40;30.56
2019-09-10T10:11:43.000Z;23.97;5.30;30.60
2019-09-10T10:12:43.000Z;24.17;4.90;30.51
2019-09-10T10:13:43.000Z;24.27;5.10;30.38
2019-09-10T10:14:43.000Z;24.07;4.10;30.59
2019-09-10T10:15:44.000Z;23.96;4.50;30.64
2019-09-10T10:16:44.000Z;23.47;4.60;30.82
2019-09-10T10:17:44.000Z;23.36;4.30;31.05
2019-09-10T10:18:44.000Z;23.06;4.60;31.34
2019-09-10T10:19:44.000Z;23.13;4.90;31.71
2019-09-10T10:20:44.000Z;22.33;4.00;32.17
2019-09-10T10:21:44.000Z;21.74;4.30;32.35
2019-09-10T10:22:44.000Z;22.22;4.90;32.44
2019-09-10T10:23:44.000Z;22.50;4.80;32.62
2019-09-10T10:24:44.000Z;22.31;5.00;32.83
2019-09-10T10:25:44.000Z;21.72;5.60;32.78
2019-09-10T10:26:45.000Z;22.21;5.50;32.68
2019-09-10T10:27:45.000Z;22.41;5.50;32.76
2019-09-10T10:28:45.000Z;22.02;5.70;32.81
2019-09-10T10:29:45.000Z;22.00;5.30;32.96
2019-09-10T10:30:45.000Z;21.61;4.80;33.11
2019-09-10T10:31:45.000Z;21.99;5.50;33.18
2019-09-10T10:32:45.000Z;21.89;4.50;33.31
2019-09-10T10:33:45.000Z;21.98;5.00;33.40
2019-09-10T10:34:45.000Z;21.69;4.40;33.60
2019-09-10T10:35:45.000Z;21.77;4.80;33.89
2019-09-10T10:36:45.000Z;21.28;5.80;33.90
2019-09-10T10:37:46.000Z;21.28;5.00;34.05
2019-09-10T10:38:46.000Z;21.20;5.30;33.50
2019-09-10T10:39:46.000Z;21.61;4.90;32.98
2019-09-10T10:40:46.000Z;21.92;5.00;32.66
2019-09-10T10:41:46.000Z;22.72;5.30;32.35
2019-09-10T10:42:46.000Z;22.81;5.00;32.16
2019-09-10T10:43:46.000Z;23.03;4.90;31.72
2019-09-10T10:44:46.000Z;23.16;5.00;31.32
2019-09-10T10:45:46.000Z;23.77;5.20;30.82
2019-09-10T10:46:46.000Z;24.26;5.30;30.68
2019-09-10T10:47:47.000Z;24.65;5.10;30.70
2019-09-10T10:48:47.000Z;24.35;4.90;31.01
2019-09-10T10:49:47.000Z;24.05;5.40;31.01
2019-09-10T10:50:47.000Z;23.95;5.40;31.03
2019-09-10T10:51:47.000Z;23.85;5.60;31.07
2019-09-10T10:52:47.000Z;23.86;5.90;30.75
2019-09-10T10:53:47.000Z;24.87;5.90;30.26
2019-09-10T10:54:47.000Z;25.18;6.20;30.10
2019-09-10T10:55:47.000Z;25.67;6.20;29.99
2019-09-10T10:56:47.000Z;25.66;6.50;30.16
2019-09-10T10:57:47.000Z;25.45;6.80;30.44
2019-09-10T10:58:48.000Z;24.65;6.40;30.83
2019-09-10T10:59:48.000Z;24.14;6.00;31.22
2019-09-10T11:00:48.000Z;23.44;5.80;31.45
2019-09-10T11:01:48.000Z;23.14;5.50;31.52
2019-09-10T11:02:48.000Z;23.32;4.90;32.03
2019-09-10T11:03:48.000Z;22.61;5.10;32.51
2019-09-10T11:04:48.000Z;21.71;5.40;32.91
2019-09-10T11:05:48.000Z;21.41;5.30;33.35
2019-09-10T11:06:48.000Z;21.19;5.70;33.74
2019-09-10T11:07:48.000Z;20.79;5.60;33.99
2019-09-10T11:08:48.000Z;20.50;5.60;34.03
2019-09-10T11:09:49.000Z;20.98;6.50;33.89
2019-09-10T11:10:49.000Z;21.49;5.60;33.45
2019-09-10T11:11:49.000Z;21.39;5.90;33.56
2019-09-10T11:12:49.000Z;21.08;5.40;33.89
2019-09-10T11:13:49.000Z;20.87;5.10;34.33
2019-09-10T11:14:49.000Z;20.07;4.50;34.78
2019-09-10T11:15:49.000Z;19.68;6.10;34.86
2019-09-10T11:16:49.000Z;19.49;6.10;34.73
2019-09-10T11:17:49.000Z;19.88;5.50;34.71
2019-09-10T11:18:49.000Z;19.60;6.30;34.40
2019-09-10T11:19:49.000Z;20.00;5.90;34.23
2019-09-10T11:20:50.000Z;20.19;5.70;34.23
2019-09-10T11:21:50.000Z;20.29;6.20;34.23
2019-09-10T11:22:50.000Z;19.99;6.00;34.43
2019-09-10T11:23:50.000Z;20.28;6.30;34.53
2019-09-10T11:24:50.000Z;19.78;7.10;34.71
2019-09-10T11:25:50.000Z;19.58;6.10;34.90
2019-09-10T11:26:50.000Z;18.88;5.00;35.20
2019-09-10T11:27:50.000Z;18.78;6.00;35.40
2019-09-10T11:28:50.000Z;18.60;5.90;35.27
2019-09-10T11:29:50.000Z;18.90;6.10;34.76
2019-09-10T11:30:51.000Z;19.20;6.40;34.75
2019-09-10T11:31:51.000Z;19.00;6.70;34.78
2019-09-10T11:32:51.000Z;19.11;6.70;34.53
2019-09-10T11:33:51.000Z;19.24;7.20;33.86
2019-09-10T11:34:51.000Z;19.83;6.80;33.57
2019-09-10T11:35:51.000Z;20.02;6.20;33.81
2019-09-10T11:36:51.000Z;19.60;6.00;34.21
2019-09-10T11:37:51.000Z;19.40;6.00;34.58
2019-09-10T11:38:51.000Z;18.31;5.40;34.98
2019-09-10T11:39:51.000Z;18.40;5.40;35.25
2019-09-10T11:40:51.000Z;18.19;5.60;35.40
2019-09-10T11:41:52.000Z;17.82;6.30;35.10
2019-09-10T11:42:52.000Z;18.21;6.10;34.93
2019-09-10T11:43:52.000Z;18.51;6.50;35.09
2019-09-10T11:44:52.000Z;18.49;5.50;35.44
2019-09-10T11:45:52.000Z;17.98;5.10;35.92
2019-09-10T11:46:52.000Z;17.49;5.10;36.33
2019-09-10T11:47:52.000Z;17.20;5.90;36.21
2019-09-10T11:48:52.000Z;17.90;6.30;35.62
2019-09-10T11:49:52.000Z;18.29;6.40;35.42
2019-09-10T11:50:52.000Z;17.71;5.90;35.37
2019-09-10T11:51:52.000Z;17.71;5.90;35.58
2019-09-10T11:52:53.000Z;17.50;6.10;35.81
2019-09-10T11:53:53.000Z;17.30;6.10;35.92
2019-09-10T11:54:53.000Z;17.20;5.60;36.15
2019-09-10T11:55:53.000Z;17.40;5.90;36.12
2019-09-10T11:56:53.000Z;17.49;6.00;36.12
2019-09-10T11:57:53.000Z;17.60;5.90;35.84
2019-09-10T11:58:53.000Z;18.52;7.90;34.76
2019-09-10T11:59:53.000Z;19.11;6.50;34.55
2019-09-10T12:00:53.000Z;18.70;6.40;34.87
2019-09-10T12:01:53.000Z;19.63;8.30;33.70
2019-09-10T12:02:53.000Z;21.45;4.50;32.09
2019-09-10T12:03:54.000Z;22.88;4.80;30.83
2019-09-10T12:04:54.000Z;24.11;4.60;29.88
2019-09-10T12:05:54.000Z;25.03;4.60;28.98
2019-09-10T12:06:54.000Z;25.76;5.00;28.33
2019-09-10T12:07:54.000Z;26.59;5.00;27.52
2019-09-10T12:08:54.000Z;28.53;5.40;26.41
2019-09-10T12:09:54.000Z;30.59;5.60;25.14
2019-09-10T12:10:54.000Z;32.54;6.10;24.31
2019-09-10T12:11:54.000Z;32.95;5.70;23.93
2019-09-10T12:12:54.000Z;31.49;4.70;23.56
2019-09-10T12:13:55.000Z;32.32;4.40;23.03
2019-09-10T12:14:55.000Z;33.23;3.80;22.79
2019-09-10T12:15:55.000Z;33.35;4.70;22.51
2019-09-10T12:16:55.000Z;33.88;3.50;22.04
2019-09-10T12:17:55.000Z;34.69;3.50;21.89
2019-09-10T12:18:55.000Z;34.08;3.50;22.05
2019-09-10T12:19:55.000Z;33.78;3.90;22.23
2019-09-10T12:20:55.000Z;33.47;3.60;22.26
2019-09-10T12:21:55.000Z;33.56;3.70;22.27
2019-09-10T12:22:55.000Z;33.58;3.40;22.20
2019-09-10T12:23:55.000Z;34.08;3.20;22.05
2019-09-10T12:24:56.000Z;34.19;3.20;21.91
2019-09-10T12:25:56.000Z;34.81;2.70;21.68
2019-09-10T12:26:56.000Z;34.91;2.80;21.51
2019-09-10T12:27:56.000Z;34.73;3.30;21.33
2019-09-10T12:28:56.000Z;34.74;3.20;21.15
2019-09-10T12:29:56.000Z;34.44;4.00;21.08
2019-09-10T12:30:56.000Z;34.24;3.30;21.06
2019-09-10T12:31:56.000Z;34.44;3.30;21.06
2019-09-10T12:32:56.000Z;34.64;2.90;21.08
2019-09-10T12:33:56.000Z;35.16;3.00;20.97
2019-09-10T12:34:56.000Z;35.36;3.00;20.90
2019-09-10T12:35:57.000Z;35.46;3.10;20.90
2019-09-10T12:36:57.000Z;35.76;2.90;20.90
2019-09-10T12:37:57.000Z;35.78;3.20;20.79
2019-09-10T12:38:57.000Z;35.88;3.30;20.68
2019-09-10T12:39:57.000Z;36.28;3.20;20.57
2019-09-10T12:40:57.000Z;36.38;3.10;20.57
2019-09-10T12:41:57.000Z;36.78;3.50;20.58
2019-09-10T12:42:57.000Z;36.28;3.80;20.64
